CatalogNumber,otherCatalogNumber,speciesName,Citation,verbatimLatitude,verbatimLongitude,uncertaintyinmeters,eventDate,recordedBy,specimenRemarks,stateprovince,Country,County,Locality,GeoreferenceRemarks,basisofRecord
ACCDC-127309,Coll: UNB. Acc# 40864. Col# 6481. Evid.: specimen.,Proserpinaca palustris,"Benedict, B. Connell Herbarium Specimens. University New Brunswick, Fredericton. 2003.",45.64,-67.56,1000,1983-08-16,"Hinds, H.R.",Abund.: rare.,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-127310,Coll: UNB. Acc# 42488. Col# 6525. Evid.: specimen.,Proserpinaca palustris,"Benedict, B. Connell Herbarium Specimens. University New Brunswick, Fredericton. 2003.",45.64,-67.56,1000,1983-08-18,"Hinds, H.R.",Abund.: locally common.,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-163027,Coll: UNB. Acc# 47039. Col# 9355. Evid.: specimen.,Dryopteris x uliginosa,"Benedict, B. Connell Herbarium Specimens. University New Brunswick, Fredericton. 2003.",45.62,-67.54,10000,1989-08-31,"Hinds, H.R.; Flanders, G.",Abund.: uncommon.,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-166069,Coll: UNB. Acc# 40938. Col# 6639. Evid.: specimen.,Botrychium lanceolatum ssp. angustisegmentum,"Benedict, B. Connell Herbarium Specimens. University New Brunswick, Fredericton. 2003.",45.6,-67.5,500,1983-08-18,"Hinds, H.R.",Abund.: rare.,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-224542,Coll: NBM. Col# EEL03-166. Dupl: 3. Evid.: specimen.,Climacium dendroides,"Blaney, C.S. 2003. Fieldwork 2003. Atlantic Canada Conservation Data Centre. Sackville NB, 1042 recs.",45.69,-67.72,25,2003-08-02,"Blaney, C.S.; Whittam, R.M.",Abund.: rare.,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-224603,Coll: UNB; NBM. Col# EEL03-165. Dupl: 2. Evid.: specimen.,Alnus serrulata,"Blaney, C.S. 2003. Fieldwork 2003. Atlantic Canada Conservation Data Centre. Sackville NB, 1042 recs.",45.69,-67.72,25,2003-08-02,"Blaney, C.S.; Whittam, R.M.",Count: 1. Abund.: rare. Descr.: 1 shrub.,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-224701,Coll: UNB. Col# EEL03-167. Dupl: 1. Evid.: specimen.,Plantago rugelii,"Blaney, C.S. 2003. Fieldwork 2003. Atlantic Canada Conservation Data Centre. Sackville NB, 1042 recs.",45.69,-67.72,25,2003-08-02,"Blaney, C.S.; Whittam, R.M.",Abund.: uncommon.,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-224874,Coll: UNB; NBM. Col# EEL03-168. Dupl: 2. Evid.: specimen.,Scirpus pedicellatus,"Blaney, C.S. 2003. Fieldwork 2003. Atlantic Canada Conservation Data Centre. Sackville NB, 1042 recs.",45.69,-67.72,25,2003-08-02,"Blaney, C.S.; Whittam, R.M.",,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304633,Coll: UNB. Col# 6311. Dupl: 1. Evid.: specimen.,Betula pumila,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.71,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: rare. Descr.: ~5 small shrubs. Assc.Sp.: Carex oligosperma; Scheuchzeria palustris var. americana; Chamaedaphne calyculata; Maianthemum trifolium; Andromeda glaucophylla.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304638,Coll: UNB; NBM. Col# 6304. Dupl: 2. Evid.: specimen.,Carex arcta,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.71,-67.72,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Count: ~5. Abund.: rare. Descr.: ~5 clumps.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304646,Coll: UNB; NBM; DAO. Col# 6303. Dupl: 3. Evid.: specimen.,Cornus obliqua,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.72,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: fairly common. Descr.: not seen on Liddle Lk.,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304649,,Elatine minima,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.69,-67.59,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: common.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304650,,Elatine minima,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.59,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: fairly common.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304651,Coll: UNB; NBM; DAO. Col# 6291. Dupl: 3. Evid.: specimen.,Elatine minima,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.58,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: rare.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304652,,Elatine minima,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.59,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: common.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304653,,Elatine minima,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.57,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: common.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304654,,Elatine minima,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.71,-67.59,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: common.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304655,,Elatine minima,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.72,-67.73,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: local.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304656,Coll: UNB. Col# 6309. Dupl: 1. Evid.: specimen.,Elatine minima,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.72,-67.73,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: abundant.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304657,Coll: UNB. Col# 6301. Dupl: 1. Evid.: specimen.,Elatine minima,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.72,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: uncommon. Descr.: shallow water near shore.,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304660,,Gentianella amarella ssp. acuta,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.71,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Count: 1. Abund.: rare.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304665,,Hypericum majus,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.71,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: rare. Descr.: scattered plants.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304669,,Juncus militaris,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.57,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.","Abund.: uncommon. Descr.: small patches here, present elsewhere on lake but not common.",New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304672,Coll: UNB; NBM; DAO. Col# 6295. Dupl: 3. Evid.: specimen.,Littorella americana,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.59,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.","Abund.: rare. Descr.: 1 large patch here, but not seen anywhere else on lake.",New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304673,Coll: UNB; NBM. Col# 6302. Dupl: 2. Evid.: specimen.,Littorella americana,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.72,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.","Abund.: rare. Descr.: 1 dense patch here, but not seen on Liddle Lk.",New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304674,Coll: UNB; NBM. Col# 6296. Dupl: 2. Evid.: specimen.,Dendrolycopodium obscurum,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.59,50,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304677,Coll: UNB. Col# 6297. Dupl: 1. Evid.: specimen.,Lysimachia thyrsiflora,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.59,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: rare. Descr.: a few plants.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304681,,Myriophyllum humile,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.71,-67.72,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.","Abund.: rare. Descr.: only a few plants seen here, but abundant in N end of Liddle Lk.",New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304682,Coll: UNB; NBM (2); DAO; MAUH. Col# 6306. Dupl: 5. Evid.: specimen.,Myriophyllum humile,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.72,-67.73,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: abundant.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304684,Coll: UNB. Col# 6286. Dupl: 1. Evid.: specimen.,Myriophyllum tenellum,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.57,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: uncommon to common. Descr.: observed fairly widely in lake; locally common.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304687,Coll: UNB; NBM. Col# 6294. Dupl: 2. Evid.: specimen.,Persicaria punctata,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.59,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Count: 2. Abund.: rare. Descr.: two small plants.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304696,,Pyrola americana,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.71,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: rare. Descr.: a few plants. Assc.Sp.: Gaultheria procumbens; Vaccinium angustifolium.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304697,,Ranunculus flabellaris,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.72,-67.73,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: abundant.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304698,Coll: UNB (2); NBM (3); DAO; ACAD; NSPM; MAUH. Col# 6310. Dupl: 8. Evid.: specimen.,Ranunculus flabellaris,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.72,-67.73,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: abundant.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304699,Coll: UNB; NBM. Col# 6285. Dupl: 2. Evid.: specimen.,Rhynchospora fusca,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.56,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: common. Descr.: common over ~200m from here.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304701,,Scirpus pedicellatus,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.71,-67.72,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: abundant.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304702,,Scirpus pedicellatus,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.72,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: common. Descr.: extremely abundant over entire shoreline of Liddle & Spednic Lakes within zone of intermittent flooding caused by water level management.,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304704,,Subularia aquatica ssp. americana,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.69,-67.59,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: uncommon.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304705,,Subularia aquatica ssp. americana,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.59,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: uncommon.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304706,,Subularia aquatica ssp. americana,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.59,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: common.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304707,Coll: UNB; NBM; DAO; MAUH. Col# 6290. Dupl: 4. Evid.: specimen.,Subularia aquatica ssp. americana,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.57,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: rare.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304708,,Subularia aquatica ssp. americana,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.71,-67.59,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: common.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304709,,Sympetrum semicinctum,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.58,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304710,,Symphyotrichum tradescantii,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.71,-67.72,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: abundant.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304711,,Symphyotrichum tradescantii,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.72,-67.73,100,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: common.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304713,,Symphyotrichum tradescantii,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.72,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: abundant.,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304716,Coll: UNB; NBM. Col# 6288. Dupl: 2. Evid.: specimen.,Utricularia geminiscapa,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.57,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: rare.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304717,Coll: UNB. Col# 6308. Dupl: 1. Evid.: specimen.,Utricularia geminiscapa,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.72,-67.73,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: rare.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304722,,Utricularia gibba,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.58,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: fairly common.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304723,Coll: UNB; NBM. Col# 6289. Dupl: 2. Evid.: specimen.,Utricularia gibba,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.57,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: rare.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304726,"Coll: UNB, NBM, DAO. Col# 6307. Dupl: 3. Evid.: specimen.",Utricularia minor,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.72,-67.73,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: rare.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304727,,Utricularia minor,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.72,-67.73,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: rare.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304735,Coll: UNB. Col# 6287. Dupl: 1. Evid.: specimen.,Utricularia purpurea,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.57,10,2006-08-22,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: uncommon. Descr.: not abundant on this lake.,New Brunswick,Canada,York,Bolton Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304736,,Utricularia radiata,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.71,-67.72,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: abundant.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304740,Coll: UNB; NBM. Col# 6300. Dupl: 2. Evid.: specimen.,Utricularia radiata,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.72,10,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: abundant. Descr.: very abundant all around Liddle Lk and on portion of Spednic Lk covered.,New Brunswick,Canada,York,Spednic Lake,Contact AC CDC for full precision data,HumanObservation
ACCDC-304741,,Vaccinium corymbosum,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J; Spicer, C.D. 2006. Fieldwork 2006. Atlantic Canada Conservation Data Centre. Sackville NB, 8399 recs.",45.7,-67.71,150,2006-08-23,"Blaney, C.S.; Mazerolle, D.M.; Klymko, J.",Abund.: rare.,New Brunswick,Canada,York,Liddle Lake,Contact AC CDC for full precision data,HumanObservation
